activity_id,user_id,activity_date,activity_type,session_duration_min,pages_viewed
A022320,U04436,2025-03-31,Purchase,12,9
A022321,U04436,2025-05-03,Feature Use,60,5
A022322,U04436,2025-06-02,Login,58,20
A022323,U04436,2025-06-30,Login,23,20
A022324,U04436,2025-07-29,Browse,47,4
A022325,U04437,2024-01-09,Login,45,19
A022326,U04437,2024-02-10,Cart,3,12
A022327,U04438,2024-06-23,Browse,14,2
A022328,U04438,2024-07-22,Login,37,14
A022329,U04438,2024-08-23,Purchase,9,18
A022330,U04439,2024-05-28,Cart,15,4
A022331,U04439,2024-06-29,Browse,31,4
A022332,U04439,2024-07-27,Browse,6,1
A022333,U04439,2024-08-25,Feature Use,9,16
A022334,U04440,2024-04-05,Purchase,35,12
A022335,U04440,2024-05-01,Purchase,19,18
A022336,U04440,2024-05-31,Login,54,11
A022337,U04440,2024-07-05,Login,47,6
A022338,U04440,2024-07-31,Browse,39,1
A022339,U04441,2024-04-17,Login,36,18
A022340,U04441,2024-05-14,Login,21,13
A022341,U04442,2024-03-17,Cart,27,1
A022342,U04443,2024-03-13,Feature Use,49,14
A022343,U04443,2024-04-16,Feature Use,45,9
A022344,U04443,2024-05-15,Cart,3,18
A022345,U04443,2024-06-10,Cart,37,8
A022346,U04443,2024-07-15,Login,21,8
A022347,U04443,2024-08-10,Feature Use,27,16
A022348,U04443,2024-09-09,Cart,2,4
A022349,U04444,2024-08-22,Feature Use,48,13
A022350,U04445,2024-01-26,Cart,48,12
A022351,U04445,2024-02-24,Purchase,3,19
A022352,U04446,2024-02-12,Cart,44,2
A022353,U04447,2024-05-05,Login,14,12
A022354,U04447,2024-06-06,Purchase,30,6
A022355,U04447,2024-07-05,Browse,57,3
A022356,U04448,2024-05-24,Browse,55,13
A022357,U04448,2024-06-22,Purchase,57,17
A022358,U04448,2024-07-23,Browse,8,5
A022359,U04448,2024-08-22,Cart,9,9
A022360,U04448,2024-09-21,Browse,30,18
A022361,U04448,2024-10-20,Cart,10,1
A022362,U04448,2024-11-17,Purchase,58,12
A022363,U04448,2024-12-16,Browse,29,16
A022364,U04448,2025-01-15,Login,34,1
A022365,U04448,2025-02-13,Browse,54,6
A022366,U04448,2025-03-16,Purchase,7,6
A022367,U04449,2024-02-03,Purchase,27,5
A022368,U04449,2024-03-02,Browse,44,4
A022369,U04449,2024-03-31,Cart,6,16
A022370,U04450,2024-03-16,Purchase,24,6
A022371,U04450,2024-04-16,Browse,4,2
A022372,U04451,2024-03-01,Purchase,40,15
A022373,U04451,2024-03-31,Purchase,47,20
A022374,U04451,2024-04-29,Cart,20,7
A022375,U04451,2024-05-31,Feature Use,17,18
A022376,U04451,2024-06-30,Browse,54,13
A022377,U04451,2024-07-25,Purchase,9,14
A022378,U04451,2024-08-28,Cart,25,14
A022379,U04451,2024-09-25,Login,33,8
A022380,U04451,2024-10-26,Login,7,8
A022381,U04451,2024-11-25,Browse,18,11
A022382,U04451,2024-12-22,Feature Use,44,16
A022383,U04451,2025-01-23,Cart,7,5
A022384,U04452,2025-01-03,Feature Use,15,2
A022385,U04453,2024-04-08,Purchase,57,17
A022386,U04453,2024-05-10,Login,45,19
A022387,U04453,2024-06-10,Browse,40,15
A022388,U04453,2024-07-07,Browse,52,4
A022389,U04453,2024-08-07,Purchase,6,7
A022390,U04453,2024-09-08,Login,19,4
A022391,U04453,2024-10-08,Login,50,12
A022392,U04453,2024-11-06,Purchase,17,7
A022393,U04453,2024-12-05,Cart,47,10
A022394,U04453,2025-01-06,Browse,42,16
A022395,U04453,2025-02-02,Purchase,45,9
A022396,U04453,2025-03-04,Feature Use,43,20
A022397,U04454,2024-01-04,Cart,51,20
A022398,U04454,2024-02-06,Purchase,36,14
A022399,U04454,2024-03-08,Browse,39,14
A022400,U04454,2024-04-05,Cart,31,11
A022401,U04454,2024-05-05,Cart,48,9
A022402,U04454,2024-06-06,Browse,38,9
A022403,U04454,2024-07-06,Cart,22,4
A022404,U04455,2024-10-25,Browse,39,18
A022405,U04455,2024-11-26,Login,14,17
A022406,U04455,2024-12-26,Cart,23,4
A022407,U04456,2024-01-18,Cart,13,19
A022408,U04456,2024-02-18,Purchase,40,1
A022409,U04456,2024-03-19,Purchase,4,1
A022410,U04456,2024-04-19,Feature Use,29,12
A022411,U04456,2024-05-19,Login,23,15
A022412,U04457,2024-02-02,Purchase,30,19
A022413,U04457,2024-03-03,Feature Use,9,6
A022414,U04457,2024-04-02,Login,38,5
A022415,U04457,2024-05-05,Purchase,4,20
A022416,U04457,2024-06-05,Login,40,9
A022417,U04457,2024-07-05,Purchase,24,15
A022418,U04457,2024-08-01,Browse,39,19
A022419,U04457,2024-09-03,Login,24,13
A022420,U04458,2024-04-18,Browse,55,18
A022421,U04458,2024-05-23,Browse,3,17
A022422,U04459,2024-09-28,Cart,13,16
A022423,U04459,2024-11-01,Browse,53,20
A022424,U04459,2024-11-28,Cart,19,17
A022425,U04459,2024-12-26,Browse,13,10
A022426,U04459,2025-01-27,Cart,13,15
A022427,U04459,2025-02-25,Login,2,19
A022428,U04459,2025-03-31,Login,22,17
A022429,U04459,2025-04-26,Purchase,27,15
A022430,U04460,2024-11-07,Cart,53,2
A022431,U04460,2024-12-07,Browse,48,5
A022432,U04460,2025-01-05,Purchase,19,20
A022433,U04460,2025-02-04,Browse,52,19
A022434,U04460,2025-03-05,Cart,46,2
A022435,U04460,2025-04-09,Purchase,40,10
A022436,U04460,2025-05-09,Cart,36,13
A022437,U04460,2025-06-07,Purchase,20,1
A022438,U04460,2025-07-05,Feature Use,56,8
A022439,U04460,2025-08-07,Purchase,35,17
A022440,U04460,2025-09-03,Cart,51,5
A022441,U04460,2025-10-01,Feature Use,30,8
A022442,U04461,2024-01-31,Purchase,41,14
A022443,U04462,2024-12-02,Cart,45,2
A022444,U04462,2025-01-01,Cart,52,10
A022445,U04462,2025-01-28,Cart,7,5
A022446,U04462,2025-03-02,Purchase,35,4
A022447,U04462,2025-04-01,Feature Use,58,20
A022448,U04462,2025-04-28,Browse,47,16
A022449,U04462,2025-05-28,Purchase,29,16
A022450,U04463,2024-09-25,Feature Use,4,17
A022451,U04464,2024-07-01,Cart,53,16
A022452,U04464,2024-07-31,Cart,6,17
A022453,U04464,2024-08-31,Purchase,59,8
A022454,U04464,2024-09-30,Browse,50,19
A022455,U04464,2024-10-30,Feature Use,31,6
A022456,U04465,2024-12-10,Purchase,26,9
A022457,U04466,2024-01-07,Browse,21,18
A022458,U04466,2024-02-06,Purchase,29,17
A022459,U04466,2024-03-11,Browse,33,7
A022460,U04466,2024-04-07,Feature Use,58,20
A022461,U04467,2024-02-28,Browse,16,7
A022462,U04467,2024-03-28,Browse,53,11
A022463,U04468,2024-03-07,Cart,41,6
A022464,U04468,2024-04-03,Purchase,52,1
A022465,U04468,2024-05-04,Cart,21,14
A022466,U04468,2024-06-04,Purchase,49,3
A022467,U04469,2024-08-11,Login,29,14
A022468,U04469,2024-09-15,Login,47,1
A022469,U04470,2024-12-05,Feature Use,52,4
A022470,U04471,2024-10-01,Purchase,32,3
A022471,U04471,2024-11-01,Browse,44,8
A022472,U04471,2024-12-01,Browse,3,18
A022473,U04471,2024-12-31,Cart,4,6
A022474,U04472,2024-02-15,Login,36,5
A022475,U04472,2024-03-15,Login,18,2
A022476,U04472,2024-04-16,Browse,45,10
A022477,U04472,2024-05-14,Purchase,42,11
A022478,U04472,2024-06-15,Purchase,39,5
A022479,U04473,2024-02-21,Login,37,13
A022480,U04473,2024-03-24,Purchase,23,18
A022481,U04473,2024-04-23,Browse,30,4
A022482,U04473,2024-05-26,Browse,7,1
A022483,U04473,2024-06-22,Purchase,20,6
A022484,U04473,2024-07-20,Purchase,41,15
A022485,U04473,2024-08-21,Login,33,16
A022486,U04473,2024-09-19,Browse,38,8
A022487,U04473,2024-10-20,Purchase,32,6
A022488,U04473,2024-11-19,Browse,7,19
A022489,U04473,2024-12-22,Feature Use,39,3
A022490,U04474,2024-08-14,Cart,54,12
A022491,U04474,2024-09-14,Feature Use,29,1
A022492,U04474,2024-10-09,Cart,41,9
A022493,U04474,2024-11-12,Login,43,6
A022494,U04474,2024-12-08,Login,37,13
A022495,U04475,2024-12-23,Feature Use,19,17
A022496,U04475,2025-01-24,Cart,4,6
A022497,U04475,2025-02-23,Purchase,13,14
A022498,U04475,2025-03-23,Browse,36,7
A022499,U04476,2024-04-14,Purchase,57,13
A022500,U04476,2024-05-15,Cart,17,7
A022501,U04476,2024-06-17,Purchase,18,17
A022502,U04476,2024-07-16,Cart,45,7
A022503,U04476,2024-08-16,Feature Use,10,10
A022504,U04476,2024-09-16,Feature Use,29,15
A022505,U04476,2024-10-15,Feature Use,44,20
A022506,U04476,2024-11-11,Feature Use,46,4
A022507,U04476,2024-12-13,Login,5,3
A022508,U04477,2024-01-26,Feature Use,29,5
A022509,U04477,2024-02-26,Browse,53,14
A022510,U04477,2024-03-23,Feature Use,54,15
A022511,U04477,2024-04-25,Cart,14,15
A022512,U04478,2024-11-23,Login,23,17
A022513,U04478,2024-12-27,Login,5,18
A022514,U04478,2025-01-25,Login,43,7
A022515,U04478,2025-02-24,Feature Use,16,17
A022516,U04478,2025-03-23,Feature Use,55,4
A022517,U04479,2024-09-12,Browse,35,12
A022518,U04479,2024-10-13,Login,14,2
A022519,U04480,2024-11-12,Feature Use,3,2
A022520,U04481,2024-07-18,Purchase,21,1
A022521,U04481,2024-08-17,Purchase,46,11
A022522,U04481,2024-09-18,Purchase,48,20
A022523,U04481,2024-10-19,Cart,3,3
A022524,U04481,2024-11-18,Purchase,11,8
A022525,U04481,2024-12-17,Feature Use,2,13
A022526,U04482,2024-01-19,Cart,48,15
A022527,U04482,2024-02-21,Browse,45,3
A022528,U04482,2024-03-23,Browse,17,12
A022529,U04482,2024-04-21,Login,53,3
A022530,U04483,2024-11-26,Feature Use,44,3
A022531,U04483,2024-12-24,Browse,14,10
A022532,U04483,2025-01-22,Feature Use,47,5
A022533,U04483,2025-02-26,Browse,5,1
A022534,U04483,2025-03-24,Purchase,20,13
A022535,U04483,2025-04-27,Purchase,2,11
A022536,U04483,2025-05-26,Login,28,12
A022537,U04483,2025-06-22,Cart,10,7
A022538,U04484,2024-10-26,Browse,56,11
A022539,U04484,2024-11-26,Feature Use,52,5
A022540,U04484,2024-12-26,Purchase,59,3
A022541,U04485,2024-11-21,Login,11,8
A022542,U04485,2024-12-18,Login,40,13
A022543,U04485,2025-01-21,Purchase,37,3
A022544,U04485,2025-02-16,Browse,17,5
A022545,U04485,2025-03-22,Browse,6,12
A022546,U04486,2024-11-25,Browse,50,11
A022547,U04486,2024-12-29,Login,54,14
A022548,U04486,2025-01-26,Purchase,14,17
A022549,U04486,2025-02-24,Feature Use,26,13
A022550,U04486,2025-03-29,Login,58,3
A022551,U04486,2025-04-24,Cart,25,10
A022552,U04486,2025-05-23,Login,58,1
A022553,U04487,2024-06-23,Purchase,6,14
A022554,U04487,2024-07-21,Purchase,56,12
A022555,U04488,2024-05-09,Purchase,21,8
A022556,U04488,2024-06-13,Purchase,22,12
A022557,U04488,2024-07-09,Purchase,56,14
A022558,U04488,2024-08-08,Purchase,54,18
A022559,U04489,2024-10-29,Cart,52,1
A022560,U04489,2024-12-02,Purchase,23,6
A022561,U04489,2024-12-29,Purchase,57,20
A022562,U04489,2025-01-31,Feature Use,56,17
A022563,U04490,2024-05-01,Feature Use,12,6
A022564,U04491,2024-11-30,Feature Use,30,18
A022565,U04492,2024-07-10,Feature Use,36,8
A022566,U04492,2024-08-09,Cart,41,14
A022567,U04493,2024-10-15,Feature Use,23,12
A022568,U04493,2024-11-19,Login,36,20
A022569,U04494,2024-06-04,Cart,15,14
A022570,U04495,2024-12-21,Purchase,5,8
A022571,U04495,2025-01-21,Purchase,33,19
A022572,U04495,2025-02-21,Purchase,44,9
A022573,U04495,2025-03-21,Browse,11,16
A022574,U04495,2025-04-19,Login,59,10
A022575,U04495,2025-05-22,Cart,3,13
A022576,U04495,2025-06-19,Cart,40,18
A022577,U04495,2025-07-20,Browse,3,16
A022578,U04495,2025-08-21,Browse,7,15
A022579,U04495,2025-09-20,Cart,39,18
A022580,U04496,2024-01-27,Feature Use,7,6
A022581,U04496,2024-02-25,Feature Use,9,6
A022582,U04496,2024-03-29,Feature Use,15,12
A022583,U04496,2024-04-28,Login,40,14
A022584,U04497,2024-08-18,Login,15,15
A022585,U04497,2024-09-20,Cart,9,13
A022586,U04497,2024-10-19,Feature Use,8,14
A022587,U04497,2024-11-19,Feature Use,34,17
A022588,U04497,2024-12-18,Login,2,16
A022589,U04497,2025-01-15,Browse,34,16
A022590,U04497,2025-02-14,Browse,50,2
A022591,U04497,2025-03-18,Cart,41,11
A022592,U04497,2025-04-17,Cart,44,8
A022593,U04497,2025-05-15,Cart,21,5
A022594,U04497,2025-06-15,Browse,4,15
A022595,U04497,2025-07-14,Purchase,9,18
A022596,U04498,2024-10-22,Purchase,31,7
A022597,U04498,2024-11-23,Feature Use,52,2
A022598,U04498,2024-12-22,Cart,25,13
A022599,U04498,2025-01-25,Browse,21,18
A022600,U04498,2025-02-20,Browse,41,20
A022601,U04498,2025-03-21,Login,57,12
A022602,U04498,2025-04-24,Cart,31,19
A022603,U04498,2025-05-20,Browse,26,16
A022604,U04498,2025-06-24,Login,52,2
A022605,U04498,2025-07-20,Feature Use,51,5
A022606,U04498,2025-08-19,Feature Use,4,13
A022607,U04498,2025-09-22,Purchase,14,10
A022608,U04499,2024-01-09,Feature Use,9,2
A022609,U04499,2024-02-13,Feature Use,58,6
A022610,U04499,2024-03-14,Browse,32,14
A022611,U04499,2024-04-08,Cart,45,17
A022612,U04499,2024-05-13,Purchase,34,4
A022613,U04499,2024-06-07,Browse,57,1
A022614,U04499,2024-07-08,Cart,36,17
A022615,U04499,2024-08-11,Browse,38,1
A022616,U04499,2024-09-08,Login,58,12
A022617,U04499,2024-10-10,Purchase,43,3
A022618,U04499,2024-11-06,Feature Use,18,3
A022619,U04499,2024-12-08,Purchase,56,1
A022620,U04500,2024-02-29,Browse,10,8
A022621,U04500,2024-03-26,Feature Use,51,2
A022622,U04500,2024-04-26,Cart,5,18
A022623,U04500,2024-05-29,Login,27,6
A022624,U04500,2024-06-27,Purchase,32,15
A022625,U04500,2024-07-27,Purchase,23,2
A022626,U04501,2024-05-18,Login,25,4
A022627,U04501,2024-06-13,Login,45,9
A022628,U04501,2024-07-17,Purchase,7,9
A022629,U04501,2024-08-11,Browse,10,4
A022630,U04502,2024-02-25,Browse,21,7
A022631,U04503,2024-03-21,Feature Use,54,11
A022632,U04503,2024-04-22,Feature Use,48,9
A022633,U04504,2024-09-15,Purchase,8,11
A022634,U04505,2024-04-06,Login,3,4
A022635,U04505,2024-05-06,Browse,58,1
A022636,U04506,2024-05-27,Login,49,2
A022637,U04506,2024-06-26,Cart,22,7
A022638,U04506,2024-07-28,Login,47,5
A022639,U04506,2024-08-29,Purchase,39,19
A022640,U04506,2024-09-23,Feature Use,7,18
A022641,U04506,2024-10-28,Browse,50,7
A022642,U04507,2024-08-04,Cart,51,1
A022643,U04508,2024-11-17,Feature Use,38,18
A022644,U04509,2024-09-07,Cart,16,16
A022645,U04510,2024-07-16,Purchase,43,14
A022646,U04510,2024-08-17,Purchase,24,12
A022647,U04510,2024-09-13,Purchase,44,14
A022648,U04510,2024-10-18,Login,45,19
A022649,U04510,2024-11-13,Browse,34,15
A022650,U04510,2024-12-12,Cart,22,13
A022651,U04510,2025-01-15,Purchase,41,16
A022652,U04510,2025-02-10,Purchase,6,4
A022653,U04510,2025-03-15,Cart,42,15
A022654,U04511,2024-08-04,Browse,17,17
A022655,U04511,2024-09-05,Browse,56,12
A022656,U04511,2024-10-02,Purchase,23,20
A022657,U04511,2024-11-04,Browse,51,6
A022658,U04512,2024-02-28,Purchase,53,18
A022659,U04512,2024-03-27,Feature Use,14,20
A022660,U04513,2024-01-04,Cart,10,7
A022661,U04513,2024-02-02,Browse,10,7
A022662,U04513,2024-03-06,Cart,57,18
A022663,U04514,2024-02-06,Browse,46,1
A022664,U04514,2024-03-08,Feature Use,30,13
A022665,U04515,2024-05-21,Browse,23,11
A022666,U04515,2024-06-21,Cart,40,11
A022667,U04515,2024-07-21,Purchase,29,4
A022668,U04515,2024-08-16,Purchase,48,8
A022669,U04516,2024-01-08,Feature Use,43,5
A022670,U04516,2024-02-07,Login,12,7
A022671,U04516,2024-03-07,Feature Use,45,15
A022672,U04516,2024-04-09,Browse,5,4
A022673,U04516,2024-05-08,Browse,51,17
A022674,U04516,2024-06-06,Cart,21,4
A022675,U04517,2024-10-12,Login,25,3
A022676,U04517,2024-11-09,Browse,51,10
A022677,U04517,2024-12-09,Feature Use,14,18
A022678,U04517,2025-01-10,Browse,48,2
A022679,U04517,2025-02-06,Browse,41,6
A022680,U04517,2025-03-08,Purchase,41,8
A022681,U04518,2024-10-21,Login,55,15
A022682,U04518,2024-11-18,Login,22,4
A022683,U04518,2024-12-20,Purchase,35,16
A022684,U04518,2025-01-18,Browse,44,3
A022685,U04518,2025-02-16,Cart,14,18
A022686,U04518,2025-03-18,Purchase,8,14
A022687,U04518,2025-04-14,Login,7,2
A022688,U04518,2025-05-16,Purchase,2,18
A022689,U04518,2025-06-18,Purchase,58,2
A022690,U04518,2025-07-16,Cart,18,17
A022691,U04518,2025-08-14,Purchase,53,16
A022692,U04518,2025-09-15,Browse,49,16
A022693,U04519,2024-02-15,Purchase,44,15
A022694,U04519,2024-03-14,Browse,8,18
A022695,U04519,2024-04-15,Login,39,15
A022696,U04519,2024-05-16,Feature Use,54,8
A022697,U04519,2024-06-16,Login,13,6
A022698,U04519,2024-07-15,Purchase,24,2
A022699,U04519,2024-08-11,Login,51,9
A022700,U04519,2024-09-14,Feature Use,2,4
A022701,U04520,2024-05-28,Feature Use,26,2
A022702,U04520,2024-06-29,Cart,51,15
A022703,U04520,2024-07-29,Browse,52,9
A022704,U04520,2024-08-29,Feature Use,53,16
A022705,U04520,2024-09-29,Browse,44,4
A022706,U04520,2024-10-29,Cart,49,19
A022707,U04520,2024-11-28,Feature Use,49,17
A022708,U04520,2024-12-29,Browse,4,17
A022709,U04520,2025-01-23,Cart,20,7
A022710,U04520,2025-02-24,Feature Use,31,9
A022711,U04521,2024-10-23,Purchase,26,11
A022712,U04522,2024-03-20,Cart,18,16
A022713,U04522,2024-04-19,Login,50,13
A022714,U04522,2024-05-20,Browse,15,20
A022715,U04522,2024-06-20,Browse,27,13
A022716,U04523,2024-01-23,Feature Use,60,7
A022717,U04523,2024-02-24,Login,16,16
A022718,U04523,2024-03-25,Login,48,19
A022719,U04523,2024-04-24,Browse,60,11
A022720,U04524,2024-11-14,Purchase,24,8
A022721,U04524,2024-12-13,Purchase,45,5
A022722,U04524,2025-01-16,Feature Use,45,4
A022723,U04524,2025-02-11,Browse,33,3
A022724,U04524,2025-03-16,Cart,54,12
A022725,U04524,2025-04-13,Login,35,16
A022726,U04524,2025-05-13,Feature Use,38,10
A022727,U04524,2025-06-14,Cart,16,2
A022728,U04524,2025-07-11,Feature Use,8,20
A022729,U04525,2024-12-24,Browse,19,18
A022730,U04525,2025-01-21,Feature Use,33,6
A022731,U04526,2024-08-27,Feature Use,48,7
A022732,U04526,2024-09-23,Browse,38,11
A022733,U04526,2024-10-21,Feature Use,18,1
A022734,U04526,2024-11-20,Cart,18,17
A022735,U04526,2024-12-24,Cart,12,16
A022736,U04526,2025-01-24,Login,23,6
A022737,U04526,2025-02-23,Login,47,15
A022738,U04526,2025-03-21,Browse,13,17
A022739,U04526,2025-04-19,Cart,26,2
A022740,U04526,2025-05-23,Login,15,3
A022741,U04526,2025-06-19,Cart,60,14
A022742,U04526,2025-07-20,Cart,54,13
A022743,U04527,2024-06-11,Cart,54,2
A022744,U04527,2024-07-12,Browse,50,17
A022745,U04527,2024-08-11,Feature Use,40,1
A022746,U04527,2024-09-08,Cart,57,12
A022747,U04527,2024-10-07,Cart,4,16
A022748,U04528,2024-04-10,Cart,15,1
A022749,U04528,2024-05-10,Cart,53,7
A022750,U04529,2024-10-04,Cart,6,4
A022751,U04529,2024-10-30,Browse,25,20
A022752,U04529,2024-11-30,Login,11,17
A022753,U04529,2024-12-31,Feature Use,18,7
A022754,U04529,2025-01-28,Login,47,1
A022755,U04529,2025-03-02,Cart,23,19
A022756,U04529,2025-04-01,Purchase,30,3
A022757,U04530,2024-03-18,Login,16,18
A022758,U04530,2024-04-19,Cart,13,11
A022759,U04530,2024-05-17,Browse,42,18
A022760,U04530,2024-06-19,Cart,21,20
A022761,U04531,2024-11-23,Purchase,41,6
A022762,U04531,2024-12-19,Purchase,33,13
A022763,U04532,2024-05-03,Login,56,7
A022764,U04532,2024-06-06,Login,24,2
A022765,U04532,2024-07-03,Login,44,12
A022766,U04532,2024-08-02,Login,45,1
A022767,U04532,2024-09-02,Feature Use,3,12
A022768,U04532,2024-10-01,Login,22,19
A022769,U04532,2024-10-31,Browse,2,10
A022770,U04533,2024-06-13,Feature Use,48,13
A022771,U04534,2024-12-29,Login,51,5
A022772,U04535,2024-03-14,Cart,48,14
A022773,U04535,2024-04-10,Purchase,2,18
A022774,U04535,2024-05-10,Browse,30,3
A022775,U04535,2024-06-11,Purchase,41,14
A022776,U04535,2024-07-09,Browse,52,18
A022777,U04535,2024-08-08,Browse,23,4
A022778,U04536,2024-01-11,Feature Use,25,15
A022779,U04536,2024-02-14,Login,35,11
A022780,U04536,2024-03-11,Cart,26,18
A022781,U04537,2024-05-25,Browse,47,15
A022782,U04537,2024-06-26,Purchase,5,6
A022783,U04537,2024-07-25,Browse,39,2
A022784,U04537,2024-08-28,Cart,24,17
A022785,U04538,2024-02-03,Browse,6,3
A022786,U04538,2024-03-04,Login,33,12
A022787,U04538,2024-04-08,Feature Use,11,20
A022788,U04538,2024-05-08,Cart,4,4
A022789,U04538,2024-06-06,Cart,44,9
A022790,U04538,2024-07-05,Cart,13,15
A022791,U04538,2024-08-02,Purchase,50,15
A022792,U04538,2024-09-01,Login,18,3
A022793,U04538,2024-10-05,Purchase,58,4
A022794,U04538,2024-11-01,Purchase,11,9
A022795,U04538,2024-12-03,Browse,38,6
A022796,U04539,2025-01-01,Feature Use,26,2
A022797,U04539,2025-02-01,Cart,16,2
A022798,U04539,2025-03-01,Browse,12,10
A022799,U04539,2025-04-03,Cart,16,5
A022800,U04540,2024-10-14,Feature Use,5,8
A022801,U04540,2024-11-13,Login,58,13
A022802,U04540,2024-12-11,Purchase,24,10
A022803,U04540,2025-01-11,Browse,7,20
A022804,U04540,2025-02-07,Purchase,17,20
A022805,U04540,2025-03-13,Feature Use,57,1
A022806,U04540,2025-04-07,Browse,42,4
A022807,U04540,2025-05-12,Purchase,37,9
A022808,U04541,2024-08-24,Login,14,14
A022809,U04541,2024-09-26,Login,55,16
A022810,U04541,2024-10-26,Feature Use,17,8
A022811,U04541,2024-11-25,Purchase,45,8
A022812,U04542,2024-04-07,Cart,38,11
A022813,U04543,2024-10-25,Feature Use,8,16
A022814,U04543,2024-11-25,Browse,11,13
A022815,U04543,2024-12-24,Browse,39,15
A022816,U04543,2025-01-22,Browse,14,16
A022817,U04543,2025-02-23,Login,11,13
A022818,U04544,2024-12-01,Cart,34,9
A022819,U04544,2024-12-31,Cart,20,1
A022820,U04544,2025-01-29,Purchase,42,19
A022821,U04544,2025-02-28,Browse,48,6
A022822,U04544,2025-04-01,Browse,41,19
A022823,U04544,2025-05-02,Browse,49,14
A022824,U04544,2025-05-29,Feature Use,10,14
A022825,U04544,2025-06-30,Browse,39,1
A022826,U04544,2025-07-29,Cart,6,11
A022827,U04545,2024-01-04,Purchase,44,14
A022828,U04545,2024-02-08,Login,44,7
A022829,U04545,2024-03-04,Cart,54,15
A022830,U04545,2024-04-03,Browse,15,6
A022831,U04545,2024-05-08,Purchase,27,4
A022832,U04546,2024-10-21,Cart,55,20
A022833,U04547,2024-09-18,Purchase,15,9
A022834,U04547,2024-10-16,Feature Use,28,18
A022835,U04548,2024-10-28,Cart,40,12
A022836,U04548,2024-11-22,Browse,35,9
A022837,U04548,2024-12-27,Browse,60,2
A022838,U04548,2025-01-22,Browse,52,16
A022839,U04548,2025-02-24,Cart,43,20
A022840,U04548,2025-03-25,Feature Use,34,6
A022841,U04548,2025-04-24,Cart,24,1
A022842,U04549,2024-03-28,Login,55,1
A022843,U04550,2024-12-29,Browse,30,5
A022844,U04550,2025-01-29,Cart,34,13
A022845,U04551,2024-10-28,Feature Use,45,2
A022846,U04551,2024-11-25,Login,30,12
A022847,U04551,2024-12-26,Browse,60,3
A022848,U04551,2025-01-25,Browse,48,9
A022849,U04551,2025-02-24,Browse,30,6
A022850,U04552,2024-11-02,Cart,20,14
A022851,U04552,2024-12-02,Login,12,5
A022852,U04552,2025-01-03,Browse,18,14
A022853,U04552,2025-02-04,Cart,44,15
A022854,U04552,2025-03-01,Feature Use,3,1
A022855,U04552,2025-03-31,Feature Use,36,5
A022856,U04552,2025-05-01,Purchase,17,9
A022857,U04552,2025-05-30,Login,28,17
A022858,U04552,2025-07-04,Login,25,7
A022859,U04552,2025-07-29,Purchase,32,19
A022860,U04552,2025-08-29,Purchase,12,14
A022861,U04552,2025-09-30,Login,15,3
A022862,U04553,2024-04-30,Login,18,3
A022863,U04553,2024-05-28,Feature Use,59,18
A022864,U04553,2024-07-01,Cart,57,13
A022865,U04553,2024-07-29,Feature Use,12,5
A022866,U04553,2024-08-29,Purchase,5,10
A022867,U04554,2024-02-06,Login,20,8
A022868,U04554,2024-03-08,Feature Use,31,20
A022869,U04554,2024-04-08,Cart,50,12
A022870,U04554,2024-05-05,Browse,20,13
A022871,U04554,2024-06-07,Feature Use,42,4
A022872,U04554,2024-07-02,Cart,5,17
A022873,U04554,2024-08-04,Purchase,51,1
